x,b
-500,8.96E-05
500,9.26E-05
-484.57166538157,0.000101867035445
478.69987064213,0.000106028075104
478.416337427584,0.000106105956141
-476.707847078268,0.000106257574975
477.494341283314,0.000106662657402
477.307859822913,0.00010666447886
-469.864648254686,0.000110844530365
-468.109872838577,0.000111932859691
-466.625095128171,0.000112992854658
465.866833854832,0.000114040776264
465.374392472016,0.00011441665562
465.318313060504,0.000114580898663
-461.665948064564,0.000116181330883
-460.911265471096,0.000116589592277
-461.038787012822,0.00011661226212
-457.62757735399,0.000118981837725
459.100052222487,0.000119029582478
458.030869267058,0.000119794529285
-452.682118302642,0.000122697307736
-449.711842797623,0.000125235150698
449.062225198914,0.000126817032452
448.771657208528,0.000126905044598
448.943977201385,0.000126907599009
-446.171901318906,0.000128795158469
-438.537397974983,0.000135005906082
-438.007250794276,0.000135568374893
-437.481006875213,0.00013607898598
436.026717536596,0.000137726599361
-434.663109626141,0.000138770950927
431.698171409266,0.000141412802137
430.890571500044,0.000142240997115
-429.768223908209,0.000143475535663
-426.839842179732,0.000146201208546
426.637548494718,0.000146606650912
422.612056033651,0.000150402230587
422.250921029312,0.000150762196796
-421.574873164248,0.00015158741472
-420.46770702881,0.000153406953786
416.719191623507,0.000156908537184
416.619474270712,0.000157017899936
415.80672168608,0.000158473636967
414.179105546721,0.000160771247965
-413.44881563733,0.000160867940513
409.979564025708,0.000165256700897
405.69967845353,0.000170331938488
-402.885649960154,0.000173426088367
400.071211272444,0.000177376658211
-399.181099099032,0.000178253756479
-396.165521966953,0.000181808237481
-392.974454757014,0.000185400923264
-393.290725802404,0.000185756907002
391.853637181315,0.000188317463675
392.121526024089,0.000188356990196
391.553100159149,0.000188950511516
-388.843655608624,0.000191664688513
382.65658110387,0.000202474183224
381.31517317153,0.00020450301498
-379.701201166865,0.00020478714729
378.527716853704,0.000208719433662
-376.569286103134,0.000210820777383
372.424825969586,0.000218820281541
371.273427032186,0.000221117085125
-367.761957543717,0.000226053186421
-367.509438256459,0.000226720125898
-367.402563662643,0.000227044281793
-367.356460253994,0.000227129290472
-367.04617772908,0.000227701417508
-364.012078322341,0.000233705361253
363.179554381758,0.000235680148318
-362.483170662801,0.000236440794311
361.731703493288,0.000238476381629
-358.154439933675,0.000244934260847
357.854650355153,0.000245371953439
-356.285147009185,0.000248584891472
-353.680756514337,0.000253089230822
354.038207809525,0.000254396520287
349.920557911026,0.000262827213086
-348.89288828745,0.000264709989005
346.476267036355,0.000270759178305
-346.220560668736,0.000270924375315
346.163995692938,0.000271581740825
-341.362100727226,0.000282626469362
341.580679393021,0.000282656188514
-340.744652464898,0.000284094055261
-340.649520546924,0.000284588562186
-337.652756846737,0.000291599273404
335.070039749715,0.000300121418105
333.870547429257,0.000303294710682
-330.068821294791,0.000312338813222
330.294886401829,0.000312754365739
328.56420961387,0.000317075426157
-322.999648742057,0.000329986873877
321.847610492537,0.000338120135023
320.913476872975,0.000340981736929
-320.012192394108,0.000342985260046
-318.851934160337,0.000346481928179
-318.315838339329,0.000348447723485
315.352306394981,0.000357948454011
-314.246825453001,0.000361814846796
311.270519253475,0.000372876603451
-310.055828945542,0.000375582933137
-308.675800547841,0.000379442710731
-308.245857630207,0.00038027488216
308.182870752305,0.000383918441791
-305.688612379805,0.000390416081892
303.059733300199,0.00040223995871
300.379375631815,0.000411790438483
-530,0.00041353445019
299.258657080793,0.00041846819434
-298.128331627061,0.000420113969123
-298.310119886027,0.000421065640732
-298.163522932189,0.000421661073321
530,0.000422511768476
294.848995809979,0.000435830108718
291.611530066444,0.000451217002278
-291.140743459753,0.000452104634203
290.938932476896,0.000454414439757
-288.883708013851,0.00046305989399
-283.939015691258,0.00048512101895
280.996546819222,0.00050119571258
280.555527939146,0.000505231126762
-280.033229176588,0.000506190121362
-520,0.0005210553487
277.181434827968,0.000523205083177
520,0.000532511666862
-275.094418206767,0.000534244372968
274.64861347608,0.000538466875396
274.470194418242,0.000538533526269
-273.669173720325,0.000541250973283
271.75270240297,0.000555949910835
267.966086684262,0.00057697717651
-267.564710948257,0.000580333113988
264.612988298233,0.000600762029259
-264.442917492778,0.000601707553492
-261.929817483673,0.00061817679056
-257.593871629159,0.000648645513602
257.795159889024,0.000652718513395
-256.523469521552,0.000656364434284
256.467286783484,0.000662478129054
-255.531585229388,0.000663704803587
254.679623935517,0.000675858286525
251.647047127001,0.000699737805553
-249.922428190856,0.00070851554315
249.021198164665,0.000721224946112
248.617562549768,0.000724652535577
-246.225436261197,0.000738225340397
540,0.000739989089068
-244.736086924384,0.000749713559117
-243.781268985388,0.000759975146743
-540,0.000772807633051
-242.169836901249,0.000776048264051
241.619873022904,0.000782253263146
240.458819999058,0.000800748793766
239.567053497893,0.000804897891071
239.890931195094,0.000806410367829
238.450091935994,0.000818190004794
237.950213271273,0.000824139949649
-237.068454346537,0.000826340067448
236.373386319171,0.000839458675862
-225.088837284132,0.000959531815018
225.311572466745,0.000963759381439
225.043307878346,0.000967353965226
223.853912857623,0.000981980165337
-221.777326654744,0.001009334953062
219.044466895043,0.00105390632383
-218.119893466696,0.001061512791461
-217.374887973389,0.001072141887127
550,0.001102173804888
-215.314580846942,0.001105417891338
-214.455733993351,0.001119400917445
-211.720594471029,0.001160235022509
211.076982276738,0.001170174954292
210.759937813034,0.001174893350855
206.65096062982,0.001245542139149
-206.080369797221,0.001249374911411
-550,0.001271297591594
200.32859179969,0.001370911665184
199.764399086578,0.001381850025924
199.441666760879,0.001382950439634
-197.011673054477,0.001434148988721
-195.707857644365,0.001465449487077
-192.957201352106,0.001522757678658
191.829381360334,0.00155405602758
-190.321387890861,0.001594826534918
189.734844188902,0.001613477558333
-510,0.001658648285817
-187.537505046339,0.001659534824796
510,0.001661833250652
-184.87181803642,0.001730203923554
-182.864747421606,0.001794197579127
181.160741962656,0.001839676937544
180.783084166998,0.00184964112808
-180.598687757568,0.001855371712446
-178.913129782333,0.001924172269928
-177.783444612953,0.001950802722541
176.238392045595,0.002003127315931
-175.290488950993,0.002036853282329
170.998414912993,0.002195527242113
-165.974356544837,0.00240716766243
165.881618357392,0.002417579890791
-164.379767292075,0.002477048976185
163.369558492702,0.002498597269147
-162.342836288219,0.002583023587399
-156.369522480894,0.002858429832933
-155.281173127504,0.002908614075302
154.312819861067,0.002991696506748
153.599612411452,0.003030547586208
149.497069451554,0.003250891715682
-148.849302104003,0.003330070135771
-148.463476624771,0.003357019685482
147.807756766866,0.003420342281191
146.782332342944,0.003436158434697
